Name,ID,League,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,href,country,game
Burnley,1796,Premier League,74,74,74,76,31000000.0,525600000.0,Balanced,Little,Long,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,3,33,26.45,23.33,https://sofifa.com/team/1796/burnley/,Britain,FIFA17
Monterrey,1032,Liga MX,74,76,75,73,19000000.0,165000000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,9,9,30,26.73,24.93,https://sofifa.com/team/1032/monterrey/,Mexico,FIFA17
Newcastle United,13,Championship,74,75,74,74,28000000.0,400000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,3,30,25.82,24.4,https://sofifa.com/team/13/newcastle-united/,Britain,FIFA17
Toulouse FC,1809,Ligue 1,74,75,74,73,6000000.0,35000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,1,32,22.27,22.66,https://sofifa.com/team/1809/toulouse-fc/,France,FIFA17
Olympiacos FC,280,Super League,74,74,76,72,8000000.0,90000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,5,25,26.09,25.56,https://sofifa.com/team/280/olympiacos-fc/,Greece,FIFA17
Cagliari,1842,Serie A,74,74,73,73,6000000.0,62000000.0,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,5,2,28,28.27,24.71,https://sofifa.com/team/1842/cagliari/,Italy,FIFA17
Levante UD,1853,La Liga 2,74,76,74,73,6500000.0,39700000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,1,28,25.91,24.14,https://sofifa.com/team/1853/levante-ud/,Spain,FIFA17
En Avant Guingamp,62,Ligue 1,74,75,74,74,4000000.0,30000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,2,31,27.27,25.61,https://sofifa.com/team/62/en-avant-guingamp/,France,FIFA17
Montpellier HSC,70,Ligue 1,74,76,74,73,7500000.0,49000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,3,30,25.45,24.37,https://sofifa.com/team/70/montpellier-hsc/,France,FIFA17
FC Nantes,71,Ligue 1,74,74,73,73,6500000.0,45000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,2,33,24.73,22.94,https://sofifa.com/team/71/fc-nantes/,France,FIFA17
Stade Rennais FC,74,Ligue 1,74,77,73,74,9000000.0,51000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,3,32,26.09,23.5,https://sofifa.com/team/74/stade-rennais-fc/,France,FIFA17
River Plate,1876,Liga Profesional de Fútbol,74,76,74,73,13000000.0,102700000.0,Balanced,Lots,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,9,30,25.45,24.47,https://sofifa.com/team/1876/river-plate/,Argentina,FIFA17
Boca Juniors,1877,Liga Profesional de Fútbol,74,73,75,74,14500000.0,107500000.0,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,28,24.64,23.25,https://sofifa.com/team/1877/boca-juniors/,Argentina,FIFA17
Vitória SC,1887,Primeira Liga,74,75,74,74,2300000.0,23500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,5,30,24.55,23.23,https://sofifa.com/team/1887/vitoria-sc/,Portugal,FIFA17
FC Basel 1893,896,Super League,74,77,73,75,7000000.0,43300000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,6,26,25.0,24.19,https://sofifa.com/team/896/fc-basel-1893/,Switzerland,FIFA17
AFC Bournemouth,1943,Premier League,74,74,75,74,33400000.0,406600000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,3,33,27.55,23.64,https://sofifa.com/team/1943/afc-bournemouth/,Britain,FIFA17
FC Rostov,110231,Premier League,74,75,74,74,5000000.0,25000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,6,5,27,28.91,25.85,https://sofifa.com/team/110231/fc-rostov/,Russia,FIFA17
Trabzonspor,436,Süper Lig,74,73,74,76,6100000.0,81700000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,7,6,25,26.82,25.04,https://sofifa.com/team/436/trabzonspor/,Turkey,FIFA17
Real Sporting de Gijón,459,La Liga,74,75,73,73,4700000.0,17000000.0,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,3,1,33,25.45,24.3,https://sofifa.com/team/459/real-sporting-de-gijon/,Spain,FIFA17
RSC Anderlecht,229,Pro League,74,79,75,73,7000000.0,138000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,10,5,26,24.64,23.85,https://sofifa.com/team/229/rsc-anderlecht/,Belgium,FIFA17
Club Brugge KV,231,Pro League,74,75,75,74,6000000.0,97000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,5,27,26.82,24.0,https://sofifa.com/team/231/club-brugge-kv/,Belgium,FIFA17
Granada CF,110832,La Liga,74,78,73,72,7000000.0,55000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,1,32,24.18,22.84,https://sofifa.com/team/110832/granada-cf/,Spain,FIFA17
San Lorenzo de Almagro,1013,Liga Profesional de Fútbol,74,75,74,71,10000000.0,74200000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,30,27.0,25.63,https://sofifa.com/team/1013/san-lorenzo-de-almagro/,Argentina,FIFA17
Norwich City,1792,Championship,73,73,73,74,16000000.0,200000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,2,30,26.82,26.37,https://sofifa.com/team/1792/norwich-city/,Britain,FIFA17
Aston Villa,2,Championship,73,74,73,73,22000000.0,300000000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,2,30,26.18,24.23,https://sofifa.com/team/2/aston-villa/,Britain,FIFA17
Independiente,110093,Liga Profesional de Fútbol,73,73,73,72,9000000.0,56800000.0,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,3,26,23.09,23.88,https://sofifa.com/team/110093/independiente/,Argentina,FIFA17
SC Freiburg,25,Bundesliga,73,75,72,72,5500000.0,61400000.0,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,2,3,27,23.64,24.81,https://sofifa.com/team/25/sc-freiburg/,Germany,FIFA17
VfB Stuttgart,36,2. Bundesliga,73,76,73,72,12000000.0,164400000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,4,27,23.73,22.81,https://sofifa.com/team/36/vfb-stuttgart/,Germany,FIFA17
Lanús,110395,Liga Profesional de Fútbol,73,74,74,72,7000000.0,45000000.0,Slow,Lots,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,8,7,30,27.64,25.3,https://sofifa.com/team/110395/lanus/,Argentina,FIFA17
Panathinaikos FC,1884,Super League,73,80,73,73,5500000.0,44000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,4,28,25.09,25.21,https://sofifa.com/team/1884/panathinaikos-fc/,Greece,FIFA17
Ankaraspor,101008,Süper Lig,73,74,74,72,4500000.0,15000000.0,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,30,28.0,25.97,https://sofifa.com/team/101008/ankaraspor/,Turkey,FIFA17
KRC Genk,673,Pro League,73,73,73,72,4500000.0,55000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,3,27,21.82,22.19,https://sofifa.com/team/673/krc-genk/,Belgium,FIFA17
KAA Gent,674,Pro League,73,73,73,72,5500000.0,49000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,8,4,27,25.09,24.67,https://sofifa.com/team/674/kaa-gent/,Belgium,FIFA17
Stade Malherbe Caen,210,Ligue 1,73,73,73,73,4000000.0,32000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,3,1,27,28.09,25.37,https://sofifa.com/team/210/stade-malherbe-caen/,France,FIFA17
Empoli,1746,Serie A,73,72,73,73,5000000.0,60000000.0,Balanced,Normal,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,2,1,26,27.36,24.65,https://sofifa.com/team/1746/empoli/,Italy,FIFA17
FC Lorient,217,Ligue 1,73,74,72,72,3800000.0,30000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,1,32,26.45,24.56,https://sofifa.com/team/217/fc-lorient/,France,FIFA17
Racing Club,101085,Liga Profesional de Fútbol,73,76,73,70,8000000.0,49000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,5,30,27.91,24.83,https://sofifa.com/team/101085/racing-club/,Argentina,FIFA17
CA Osasuna,479,La Liga,73,75,73,73,4300000.0,15000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Wide,Cover,1,1,33,25.55,24.97,https://sofifa.com/team/479/ca-osasuna/,Spain,FIFA17
Angers SCO,1530,Ligue 1,73,72,74,73,3500000.0,30000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,1,33,26.36,25.45,https://sofifa.com/team/1530/angers-sco/,France,FIFA17
Leeds United,8,Championship,72,73,71,72,4500000.0,28000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,7,2,30,25.82,23.27,https://sofifa.com/team/8/leeds-united/,Britain,FIFA17
Sheffield Wednesday,1807,Championship,72,73,71,70,7000000.0,40000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,9,1,30,27.82,26.43,https://sofifa.com/team/1807/sheffield-wednesday/,Britain,FIFA17
Brighton & Hove Albion,1808,Championship,72,72,73,73,10000000.0,45000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,1,30,28.27,25.13,https://sofifa.com/team/1808/brighton-hove-albion/,Britain,FIFA17
FC København,819,Superliga,72,69,71,73,4500000.0,105000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,3,25,25.09,25.36,https://sofifa.com/team/819/fc-kobenhavn/,Denmark,FIFA17
Palermo FC,1843,Serie A,72,73,72,73,8000000.0,70000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,4,28,27.0,24.18,https://sofifa.com/team/1843/palermo-fc/,Italy,FIFA17
Sporting Club Bastia,58,Ligue 1,72,73,72,72,2800000.0,29000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,2,28,27.45,25.11,https://sofifa.com/team/58/sporting-club-bastia/,France,FIFA17
FC Metz,68,Ligue 1,72,75,71,72,3000000.0,30000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,1,1,33,26.27,24.15,https://sofifa.com/team/68/fc-metz/,France,FIFA17
Getafe CF,1860,La Liga 2,72,72,71,72,6000000.0,34400000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,1,28,28.73,26.21,https://sofifa.com/team/1860/getafe-cf/,Spain,FIFA17
Celtic,78,Premiership,72,73,72,72,6500000.0,60000000.0,Slow,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,10,3,30,24.91,23.73,https://sofifa.com/team/78/celtic/,Scotland,FIFA17
Legia Warszawa,1871,Ekstraklasa,72,74,72,71,8500000.0,20000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,6,25,28.18,25.72,https://sofifa.com/team/1871/legia-warszawa/,Poland,FIFA17
Club América,1879,Liga MX,72,74,70,72,15000000.0,150000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,9,28,27.82,24.43,https://sofifa.com/team/1879/club-america/,Mexico,FIFA17
Guadalajara,1880,Liga MX,72,70,72,72,9800000.0,130000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,8,4,29,25.18,23.83,https://sofifa.com/team/1880/guadalajara/,Mexico,FIFA17
Toluca,1882,Liga MX,72,73,73,71,1300000.0,68000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,8,29,30.55,26.38,https://sofifa.com/team/1882/toluca/,Mexico,FIFA17
FC Utrecht,1903,Eredivisie,72,71,74,70,3500000.0,38000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,2,30,23.82,22.57,https://sofifa.com/team/1903/fc-utrecht/,Netherlands,FIFA17
Alkmaar Zaanstreek,1906,Eredivisie,72,72,71,73,5500000.0,42500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,3,28,24.18,22.61,https://sofifa.com/team/1906/alkmaar-zaanstreek/,Netherlands,FIFA17
Universidad Católica,110975,Primera Division,72,72,73,71,3500000.0,23000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,6,25,27.64,26.36,https://sofifa.com/team/110975/universidad-catolica/,Chile,FIFA17
Colo-Colo,110980,Primera Division,72,72,73,72,7000000.0,34500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,10,4,28,30.73,25.0,https://sofifa.com/team/110980/colo-colo/,Chile,FIFA17
FC Ingolstadt 04,111239,Bundesliga,72,73,72,72,6000000.0,30100000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,3,27,26.09,23.93,https://sofifa.com/team/111239/fc-ingolstadt-04/,Germany,FIFA17
PAOK,393,Super League,72,73,73,72,5000000.0,40000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,3,26,26.18,24.77,https://sofifa.com/team/393/paok/,Greece,FIFA17
Fulham FC,144,Championship,72,73,74,71,6000000.0,24000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,2,30,25.55,23.0,https://sofifa.com/team/144/fulham-fc/,Britain,FIFA17
Vitória FC,665,Primeira Liga,72,73,71,73,850000.0,8000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,2,24,24.27,24.54,https://sofifa.com/team/665/vitoria-fc/,Portugal,FIFA17
SV Darmstadt 98,110502,Bundesliga,72,68,73,71,2500000.0,10100000.0,Balanced,Normal,Long,Organised,Lots,Normal,Press,Deep,Normal,Cover,1,1,31,27.36,25.71,https://sofifa.com/team/110502/sv-darmstadt-98/,Germany,FIFA17
Pescara,200,Serie A,72,72,70,72,7000000.0,41000000.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,2,1,32,27.91,24.16,https://sofifa.com/team/200/pescara/,Italy,FIFA17
Hannover 96,485,2. Bundesliga,72,73,72,72,10000000.0,68100000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,4,28,25.91,23.54,https://sofifa.com/team/485/hannover-96/,Germany,FIFA17
Bursaspor,742,Süper Lig,72,70,72,71,6500000.0,53000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,5,30,27.45,25.47,https://sofifa.com/team/742/bursaspor/,Turkey,FIFA17
Standard de Liège,232,Pro League,72,74,72,72,6000000.0,79000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,5,27,25.09,23.37,https://sofifa.com/team/232/standard-de-liege/,Belgium,FIFA17
Rio Ave FC,744,Primeira Liga,72,71,73,72,1100000.0,10000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,30,26.27,24.13,https://sofifa.com/team/744/rio-ave-fc/,Portugal,FIFA17
Atlético Nacional,101100,Categoría Primera A,72,72,73,71,8500000.0,56500000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,7,28,28.55,25.75,https://sofifa.com/team/101100/atletico-nacional/,Colombia,FIFA17
Reading FC,1793,Championship,71,71,70,72,4000000.0,20000000.0,Slow,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,7,1,30,26.73,24.67,https://sofifa.com/team/1793/reading-fc/,Britain,FIFA17
CD Tenerife,260,La Liga 2,71,72,72,70,1500000.0,4600000.0,Balanced,Normal,Short,Organised,Lots,Normal,Press,Medium,Wide,Cover,5,1,28,28.0,25.07,https://sofifa.com/team/260/cd-tenerife/,Spain,FIFA17
Atlético Morelia,1028,Liga MX,71,74,70,70,3500000.0,42000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,5,30,26.0,27.77,https://sofifa.com/team/1028/atletico-morelia/,Mexico,FIFA17
Botafogo,517,Série A,71,70,70,74,2100000.0,31000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,20,27.27,27.0,https://sofifa.com/team/517/botafogo/,Brazil,FIFA17
GD Chaves,518,Primeira Liga,71,70,72,71,800000.0,3500000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Medium,Normal,Cover,1,1,27,27.64,25.78,https://sofifa.com/team/518/gd-chaves/,Portugal,FIFA17
Queens Park Rangers,15,Championship,71,69,70,71,8000000.0,35000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,9,1,30,25.27,23.87,https://sofifa.com/team/15/queens-park-rangers/,Britain,FIFA17
Club Athletico Paranaense,1039,Série A,71,68,70,71,2000000.0,27000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,4,20,29.45,29.0,https://sofifa.com/team/1039/club-athletico-paranaense/,Brazil,FIFA17
Internacional,1048,Série A,71,67,70,73,9500000.0,81000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,6,20,27.27,27.8,https://sofifa.com/team/1048/internacional/,Brazil,FIFA17
Akhmat Grozny,110109,Premier League,71,72,71,71,10000000.0,70000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,2,27,26.45,25.19,https://sofifa.com/team/110109/akhmat-grozny/,Russia,FIFA17
Toronto FC,111651,Major League Soccer,71,79,69,69,3700000.0,200000000.0,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,3,4,29,25.82,25.24,https://sofifa.com/team/111651/toronto-fc/,United States,FIFA17
Seattle Sounders FC,111144,Major League Soccer,71,70,74,70,3700000.0,195000000.0,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,8,4,28,28.36,25.25,https://sofifa.com/team/111144/seattle-sounders-fc/,United States,FIFA17
Fluminense,567,Série A,71,69,73,70,9000000.0,40000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,5,20,27.64,27.0,https://sofifa.com/team/567/fluminense/,Brazil,FIFA17
Tijuana,111678,Liga MX,71,73,71,70,4000000.0,61000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,6,27,26.45,25.3,https://sofifa.com/team/111678/tijuana/,Mexico,FIFA17
Santos Laguna,110144,Liga MX,71,73,70,70,6000000.0,106000000.0,Fast,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,9,27,24.73,23.15,https://sofifa.com/team/110144/santos-laguna/,Mexico,FIFA17
Pachuca,110147,Liga MX,71,71,72,72,10000000.0,123000000.0,Balanced,Normal,Mixed,Free form,Lots,Normal,Press,Medium,Normal,Cover,7,5,26,26.09,23.08,https://sofifa.com/team/110147/pachuca/,Mexico,FIFA17
Kaizer Chiefs,110929,Premier Soccer League,71,69,71,70,3500000.0,22000000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,5,28,27.64,25.82,https://sofifa.com/team/110929/kaizer-chiefs/,South Africa,FIFA17
Cruz Azul,1878,Liga MX,71,72,72,70,9000000.0,74000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,9,24,27.27,26.25,https://sofifa.com/team/1878/cruz-azul/,Mexico,FIFA17
Birmingham City,88,Championship,71,70,71,71,2000000.0,15000000.0,Balanced,Normal,Short,Organised,Normal,Lots,Press,Medium,Normal,Cover,5,2,30,27.0,24.27,https://sofifa.com/team/88/birmingham-city/,Britain,FIFA17
Pumas UNAM,1881,Liga MX,71,76,70,70,2000000.0,105000000.0,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,6,6,27,27.45,24.52,https://sofifa.com/team/1881/pumas-unam/,Mexico,FIFA17
Derby County,91,Championship,71,71,72,71,9000000.0,60000000.0,Slow,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,9,1,30,27.45,25.1,https://sofifa.com/team/91/derby-county/,Britain,FIFA17
Al Hilal,605,Pro League,71,73,70,72,7700000.0,17600000.0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,7,30,25.18,25.0,https://sofifa.com/team/605/al-hilal/,Saudi Arabia,FIFA17
Grêmio,1629,Série A,71,71,71,72,7000000.0,91000000.0,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,8,6,20,27.64,27.2,https://sofifa.com/team/1629/gremio/,Brazil,FIFA17
FC Paços de Ferreira,1892,Primeira Liga,71,70,70,71,1200000.0,10000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,30,25.64,24.97,https://sofifa.com/team/1892/fc-pacos-de-ferreira/,Portugal,FIFA17
Marítimo,1893,Primeira Liga,71,68,72,72,1500000.0,15500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,4,28,25.18,24.93,https://sofifa.com/team/1893/maritimo/,Portugal,FIFA17
Boavista FC,1898,Primeira Liga,71,69,73,70,830000.0,6500000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,4,2,29,26.09,24.52,https://sofifa.com/team/1898/boavista-fc/,Portugal,FIFA17
Wolverhampton Wanderers,110,Championship,71,70,72,69,11000000.0,38000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,1,30,24.27,23.63,https://sofifa.com/team/110/wolverhampton-wanderers/,Britain,FIFA17
Vitesse,1909,Eredivisie,71,72,70,72,5500000.0,32000000.0,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,7,2,26,23.82,22.31,https://sofifa.com/team/1909/vitesse/,Netherlands,FIFA17
SC Heerenveen,1913,Eredivisie,71,74,70,70,4500000.0,38000000.0,Balanced,Normal,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,6,2,28,24.0,21.89,https://sofifa.com/team/1913/sc-heerenveen/,Netherlands,FIFA17
Palmeiras,383,Série A,71,71,69,71,11500000.0,108000000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,5,20,27.64,27.8,https://sofifa.com/team/383/palmeiras/,Brazil,FIFA17
América Mineiro,112001,Série A,71,71,71,70,800000.0,2700000.0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,2,2,20,29.82,29.2,https://sofifa.com/team/112001/america-mineiro/,Brazil,FIFA17
FC Arouca,112513,Primeira Liga,71,72,69,71,1100000.0,9500000.0,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Normal,Cover,4,1,26,26.73,25.42,https://sofifa.com/team/112513/fc-arouca/,Portugal,FIFA17
BSC Young Boys,900,Super League,71,71,71,69,4500000.0,33800000.0,Balanced,Normal,Short,Free form,Normal,Normal,Double,Medium,Normal,Offside trap,9,4,27,26.45,24.04,https://sofifa.com/team/900/bsc-young-boys/,Switzerland,FIFA17
