Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Tactical Awareness,Positioning,Vision,Penalties,Composure,Total defending,Marking,Tackling,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,Traits.1,PlayStyles,PlayStyles +,Number of traits,Acceleration Type,Unnamed: 78,href,country
,I. Eliakwu ST,20,66,77,Triestina 2008,149260,"173cm / 5'8""",62kg / 137lbs,Left,65,ST,,€0,€0,€0,213,59,50,51,53,0,228,61,0,46,50,71,232,77,78,0,77,0,270,70,0,73,68,59,97,51,0,0,0,0,46,81,37,44,0,35,11,8,0,7,9,1156,361,3,1,,,1,PLAYER_BODY_TYPE_,Yes,78,56,53,67,41,66,Leadership,,,,1,,,https://sofifa.com/player/149260/isah-eliakwu/070002/,Nigeria
,L. Lawrence CM,24,66,72,England Free,19724,"180cm / 5'11""",75kg / 165lbs,Right,68,CF,,€0,€0,€0,257,63,51,76,67,0,272,65,0,65,72,70,208,71,74,0,63,0,272,65,0,75,67,65,132,67,0,0,0,0,65,104,70,34,0,35,7,9,0,8,11,1280,389,3,1,,,3,PLAYER_BODY_TYPE_,Yes,73,58,67,66,56,69,Leadership,,,,1,,,https://sofifa.com/player/19724/liam-lawrence/070002/,England
,Jones ST,21,66,72,Estrela da Amadora 2008,178444,"182cm / 6'0""",78kg / 172lbs,Right,66,ST,,€0,€0,€0,233,45,69,65,54,0,229,63,0,58,49,59,214,71,75,0,68,0,255,64,0,62,69,60,120,62,0,0,0,0,58,45,23,22,0,26,7,9,0,8,2,1122,344,3,1,,,1,PLAYER_BODY_TYPE_,Yes,73,65,51,62,27,66,Ambition Leadership,,,,2,,,https://sofifa.com/player/178444/jones/070002/,Brazil
,A. Hutton RB,21,66,75,Rangers FC 2007,139533,"185cm / 6'1""",72kg / 159lbs,Right,67,RB,,€0,€0,€0,233,65,37,71,60,0,239,55,0,65,57,62,184,62,65,0,57,0,205,44,0,63,59,39,121,56,0,0,0,0,65,137,69,68,0,47,14,10,0,9,14,1166,352,3,1,,,2,PLAYER_BODY_TYPE_,Yes,64,40,61,58,69,60,Leadership,,,,1,,,https://sofifa.com/player/139533/alan-hutton/070002/,Scotland
,Thaer CF,21,66,71,Real Madrid Castilla 2009,178445,"180cm / 5'11""",75kg / 165lbs,Right,66,CF,,€0,€0,€0,216,41,69,57,49,0,256,64,0,77,50,65,200,72,66,0,62,0,276,59,0,76,74,67,138,61,0,0,0,0,77,47,24,23,0,66,24,18,0,13,11,1199,349,4,1,,,1,PLAYER_BODY_TYPE_,Yes,69,67,50,64,27,72,Leadership,,,,1,,,https://sofifa.com/player/178445/thaer/070002/,Jordan
,F. Nieto ST,22,66,78,Hellas Verona FC 2009,158990,"190cm / 6'3""",83kg / 183lbs,Right,66,ST,,€0,€0,€0,212,25,67,75,45,0,225,54,0,60,51,60,167,59,55,0,53,0,267,76,0,65,69,57,85,25,0,0,0,0,60,79,43,36,0,51,16,10,0,11,14,1086,324,3,1,,,2,PLAYER_BODY_TYPE_,Yes,57,66,43,56,43,59,Adaptability Leadership,,,,2,,,https://sofifa.com/player/158990/federico-gaston-nieto/070002/,Argentina
,S. Marchal CB,26,66,73,FC Lorient 2007,11791,"184cm / 6'0""",83kg / 183lbs,Right,66,CB,,€0,€0,€0,203,51,25,64,63,0,193,46,0,40,49,58,169,56,61,0,52,0,221,36,0,69,73,43,111,71,0,0,0,0,40,132,69,63,0,38,11,14,0,6,7,1067,333,3,1,,,2,PLAYER_BODY_TYPE_,Yes,59,32,54,51,66,71,Leadership,,,,1,,,https://sofifa.com/player/11791/sylvain-marchal/070002/,France
,J. Bieniuk CB,27,66,71,Antalyaspor 2009,148751,"192cm / 6'4""",83kg / 183lbs,Right,66,CB,,€0,€0,€0,208,43,40,65,60,0,228,45,0,62,68,53,178,62,59,0,57,0,232,43,0,67,73,49,127,65,0,0,0,0,62,133,63,70,0,44,7,14,0,9,14,1150,348,4,1,,,2,PLAYER_BODY_TYPE_,Yes,60,44,58,50,66,70,Leadership Low club identification,,,,2,,,https://sofifa.com/player/148751/jaroslaw-bieniuk/070002/,Poland
,T. Frankowski ST,31,66,80,CD Tenerife 2009,9232,"172cm / 5'8""",64kg / 141lbs,Right,66,ST,,€0,€0,€0,230,46,69,57,58,0,245,70,0,71,33,71,204,74,66,0,64,0,212,59,0,62,59,32,122,51,0,0,0,0,71,48,24,24,0,30,9,6,0,5,10,1091,332,3,1,,,2,PLAYER_BODY_TYPE_,Yes,70,58,50,69,27,58,Leadership,,,,1,,,https://sofifa.com/player/9232/tomasz-frankowski/070002/,Poland
,M. Schäfer LWB,22,66,73,TSV 1860 München 2008,155408,"184cm / 6'0""",71kg / 157lbs,Left,70,LWB,,€0,€0,€0,204,52,32,67,53,0,197,38,0,57,41,61,201,71,69,0,61,0,234,59,0,75,76,24,128,71,0,0,0,0,57,140,71,69,0,39,13,6,0,7,13,1143,352,4,1,,,2,PLAYER_BODY_TYPE_,Yes,70,37,50,50,70,75,Leadership,,,,1,,,https://sofifa.com/player/155408/marcel-schafer/070002/,Germany
,Z. Rehman CB,22,66,74,Queens Park Rangers 2009,156176,"189cm / 6'2""",82kg / 181lbs,Right,66,CB,,€0,€0,€0,198,39,51,60,48,0,220,53,0,57,44,66,190,63,62,0,65,0,214,52,0,60,65,37,120,63,0,0,0,0,57,137,66,71,0,36,5,8,0,12,11,1115,345,3,1,,,1,PLAYER_BODY_TYPE_,Yes,62,48,46,59,67,63,Leadership,,,,1,,,https://sofifa.com/player/156176/zesh-rehman/070002/,Pakistan
,A. Talavera GK,23,66,65,Guadalajara 2009,156433,"169cm / 5'7""",56kg / 123lbs,Right,66,GK,,€0,€0,€0,135,33,34,34,34,0,209,33,0,63,79,34,108,33,33,0,42,0,195,34,0,73,63,25,136,73,0,0,0,0,63,67,34,33,0,261,71,64,0,62,64,1111,373,3,1,,,2,PLAYER_BODY_TYPE_,Yes,71,64,79,64,33,62,Leadership,,,,1,,,https://sofifa.com/player/156433/alfredo-talavera/070002/,Mexico
,S. Dembele CDM,29,66,65,Standard de Liège 2007,171793,"170cm / 5'7""",70kg / 154lbs,Left,68,CF,,€0,€0,€0,249,67,54,61,67,0,253,65,0,57,62,69,208,71,73,0,64,0,255,60,0,70,55,70,131,74,0,0,0,0,57,132,66,66,0,32,7,9,0,7,9,1260,391,4,1,,,1,PLAYER_BODY_TYPE_,Yes,72,59,65,66,66,63,Leadership,,,,1,,,https://sofifa.com/player/171793/siramana-dembele/070002/,France
,A. Radomski CDM,29,66,66,FK Austria Wien 2009,4114,"180cm / 5'11""",81kg / 179lbs,Left,68,CDM,,€0,€0,€0,239,53,51,73,62,0,236,53,0,55,68,60,183,66,64,0,53,0,252,61,0,75,75,41,116,61,0,0,0,0,55,128,58,70,0,47,7,13,0,13,14,1201,368,3,1,,,1,PLAYER_BODY_TYPE_,Yes,65,51,61,55,64,72,Leadership,,,,1,,,https://sofifa.com/player/4114/arkadiusz-radomski/070002/,Poland
,N. Skoog CF,32,66,74,Malmö FF 2009,4882,"178cm / 5'10""",77kg / 170lbs,Right,66,CF,,€0,€0,€0,251,50,76,72,53,0,251,61,0,58,66,66,187,63,63,0,61,0,253,59,0,60,72,62,119,61,0,0,0,0,58,93,45,48,0,43,10,12,0,9,12,1197,365,3,1,,,3,PLAYER_BODY_TYPE_,Yes,63,68,56,63,49,66,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/4882/niklas-skoog/070002/,Sweden
,R. Douglas GK,34,66,73,Leicester City 2008,5138,"191cm / 6'3""",94kg / 207lbs,Right,66,GK,,€0,€0,€0,81,17,18,28,18,0,165,19,0,64,64,18,139,28,48,0,63,0,197,37,0,64,78,18,105,41,0,0,0,0,64,42,21,21,0,257,67,61,0,67,62,986,360,3,1,,,2,PLAYER_BODY_TYPE_,Yes,67,61,64,62,39,67,Leadership,,,,1,,,https://sofifa.com/player/5138/robert-douglas/070002/,Scotland
,G. Locke CDM,31,66,68,Kilmarnock 2007,139538,"178cm / 5'10""",73kg / 161lbs,Right,70,CDM,,€0,€0,€0,232,61,45,67,59,0,249,57,0,70,63,59,162,52,59,0,51,0,256,61,0,78,79,38,134,64,0,0,0,0,70,137,68,69,0,77,14,21,0,21,21,1247,367,3,1,,,2,PLAYER_BODY_TYPE_,Yes,56,48,62,57,68,76,Leadership,,,,1,,,https://sofifa.com/player/139538/gary-locke/070002/,Scotland
,Pablo Alvarez RM,26,66,77,RC Deportivo de La Coruña 2009,146450,"174cm / 5'9""",67kg / 148lbs,Right,66,CF,,€0,€0,€0,239,65,63,51,60,0,261,68,0,65,61,67,207,69,72,0,66,0,237,60,0,62,59,56,117,52,0,0,0,0,65,84,42,42,0,39,5,9,0,13,12,1184,363,3,1,,,3,PLAYER_BODY_TYPE_,Yes,71,61,62,67,43,59,Leadership,,,,1,,,https://sofifa.com/player/146450/pablo-alvarez/070002/,Spain
,Aldo CB,29,66,65,Goiás 2009,167442,"187cm / 6'2""",84kg / 185lbs,Right,66,CB,,€0,€0,€0,172,31,28,67,46,0,174,40,0,35,58,41,174,58,66,0,50,0,240,68,0,72,73,27,96,61,0,0,0,0,35,133,68,65,0,46,9,10,0,13,14,1035,321,3,1,,,2,PLAYER_BODY_TYPE_,Yes,62,36,44,42,67,70,Leadership Low club identification,,,,2,,,https://sofifa.com/player/167442/aldo/070002/,Brazil
,M. Pivotto CB,31,66,67,Triestina 2008,103954,"191cm / 6'3""",86kg / 190lbs,Right,66,CB,,€0,€0,€0,223,54,43,71,55,0,224,62,0,70,41,51,152,64,37,0,51,0,221,43,0,68,61,49,131,61,0,0,0,0,70,132,64,68,0,94,27,20,0,21,26,1177,334,3,1,,,3,PLAYER_BODY_TYPE_,Yes,49,46,53,57,66,63,Leadership Media darling,,,,2,,,https://sofifa.com/player/103954/matteo-pivotto/070002/,Italy
,M. Suazo CDM,26,66,70,Antalyaspor 2009,43794,"180cm / 5'11""",73kg / 161lbs,Right,68,CDM,,€0,€0,€0,207,46,39,59,63,0,226,64,0,40,57,65,201,68,65,0,68,0,261,58,0,74,79,50,118,78,0,0,0,0,40,135,71,64,0,39,11,10,0,9,9,1187,376,3,1,,,2,PLAYER_BODY_TYPE_,Yes,66,46,55,65,67,77,Leadership,,,,1,,,https://sofifa.com/player/43794/maynor-suazo/070002/,Honduras
,B. Peskovic GK,30,66,70,Pogoń Szczecin 2007,148499,"188cm / 6'2""",86kg / 190lbs,Right,66,GK,,€0,€0,€0,91,23,17,18,33,0,147,32,0,44,56,15,127,43,36,0,48,0,134,25,0,41,48,20,95,51,0,0,0,0,44,49,21,28,0,271,80,53,0,59,79,914,366,3,1,,,1,PLAYER_BODY_TYPE_,Yes,80,53,56,79,39,59,Leadership,,,,1,,,https://sofifa.com/player/148499/boris-peskovic/070002/,Slovakia
,C. Reinhard LB,21,66,78,Eintracht Frankfurt 2007,157715,"185cm / 6'1""",74kg / 163lbs,Left,68,LB,,€0,€0,€0,196,46,21,68,61,0,200,55,0,50,42,53,189,64,72,0,53,0,233,52,0,73,71,37,117,67,0,0,0,0,50,138,67,71,0,33,11,12,0,5,5,1106,346,3,1,,,2,PLAYER_BODY_TYPE_,Yes,68,33,51,54,69,71,Leadership Flexibility High club identification,,,,3,,,https://sofifa.com/player/157715/christopher-reinhard/070002/,Germany
,U. Mendívil ST,25,66,74,Jaguares FC 2009,159251,"185cm / 6'1""",82kg / 181lbs,Right,66,ST,,€0,€0,€0,256,60,67,67,62,0,243,60,0,61,56,66,199,70,69,0,60,0,256,65,0,68,57,66,99,38,0,0,0,0,61,73,35,38,0,33,9,12,0,6,6,1159,353,3,1,,,1,PLAYER_BODY_TYPE_,Yes,69,66,60,62,39,57,Leadership,,,,1,,,https://sofifa.com/player/159251/ulises-mendivil/070002/,Mexico
,Pedro León CAM,19,66,71,Real Murcia CF 2008,175379,"183cm / 6'0""",72kg / 159lbs,Right,68,CF,,€0,€0,€0,255,71,64,56,64,0,270,70,0,69,62,69,193,65,62,0,66,0,251,58,0,66,64,63,134,65,0,0,0,0,69,105,46,59,0,33,4,12,0,9,8,1241,378,3,1,,,1,PLAYER_BODY_TYPE_,Yes,63,63,66,69,52,65,Leadership Media darling,,,,2,,,https://sofifa.com/player/175379/pedro-leon/070002/,Spain
,A. Fernández RW,20,66,68,River Plate 2011,176915,"177cm / 5'10""",71kg / 157lbs,Right,66,RW,,€0,€0,€0,237,67,58,43,69,0,242,55,0,52,66,69,194,71,75,0,48,0,203,51,0,62,41,49,78,26,0,0,0,0,52,73,34,39,0,58,12,12,0,22,12,1085,333,2,1,,,1,PLAYER_BODY_TYPE_,Yes,73,54,66,59,37,44,Leadership,,,,1,,,https://sofifa.com/player/176915/augusto-matias-fernandez/070002/,Argentina
,Pedro CM,22,66,65,Real Sporting de Gijón 2009,146452,"179cm / 5'10""",69kg / 152lbs,Right,67,CM,,€0,€0,€0,237,48,64,48,77,0,260,68,0,62,64,66,194,75,50,0,69,0,217,49,0,60,47,61,123,61,0,0,0,0,62,102,43,59,0,41,7,10,0,15,9,1174,357,3,1,,,1,PLAYER_BODY_TYPE_,Yes,61,60,65,67,50,54,Leadership,,,,1,,,https://sofifa.com/player/146452/pedro/070002/,Spain
,Seo Min Gook CAM,22,66,67,Incheon United FC 2009,176404,"174cm / 5'9""",68kg / 150lbs,Right,69,CAM,,€0,€0,€0,241,53,44,69,75,0,259,52,0,68,56,83,198,71,71,0,56,0,220,57,0,72,34,57,122,54,0,0,0,0,68,122,56,66,0,42,12,7,0,11,12,1204,359,3,1,,,1,PLAYER_BODY_TYPE_,Yes,71,51,64,63,61,49,Leadership,,,,1,,,https://sofifa.com/player/176404/seo-min-gook/070002/,Korea Republic
,T. Borenitsch GK,25,66,69,SV Mattersburg 2009,50196,"193cm / 6'4""",89kg / 196lbs,Right,66,GK,,€0,€0,€0,45,11,11,12,11,0,129,12,0,27,66,24,185,59,50,0,76,0,141,8,0,59,65,9,67,40,0,0,0,0,27,21,12,9,0,263,59,68,0,74,62,851,383,3,1,,,1,PLAYER_BODY_TYPE_,Yes,59,68,66,62,54,74,Leadership,,,,1,,,https://sofifa.com/player/50196/thomas-borenitsch/070002/,Austria
,S. Valakari CDM,33,66,67,FC Dallas 2006,4373,"174cm / 5'9""",81kg / 179lbs,Left,67,CDM,,€0,€0,€0,221,49,43,64,65,0,241,57,0,63,53,68,184,62,63,0,59,0,239,54,0,65,63,57,127,64,0,0,0,0,63,136,64,72,0,18,6,3,0,6,3,1166,363,3,1,,,2,PLAYER_BODY_TYPE_,Yes,63,50,58,61,67,64,Leadership High training work rate,,,,2,,,https://sofifa.com/player/4373/simo-valakari/070002/,Finland
,Pelé CB,28,66,75,Southampton 2008,8214,"186cm / 6'1""",86kg / 190lbs,Right,66,CB,,€0,€0,€0,205,51,43,48,63,0,208,50,0,63,48,47,207,68,66,0,73,0,262,44,0,84,83,51,141,78,0,0,0,0,63,140,75,65,0,42,10,9,0,10,13,1205,371,3,1,,,2,PLAYER_BODY_TYPE_,Yes,67,46,56,52,68,82,Leadership,,,,1,,,https://sofifa.com/player/8214/pele/070002/,Portugal
,P. Zois GK,28,66,65,Willem II 2007,9750,"182cm / 6'0""",78kg / 172lbs,Right,66,GK,,€0,€0,€0,154,37,39,40,38,0,188,38,0,42,69,39,192,62,62,0,68,0,193,37,0,73,71,12,103,61,0,0,0,0,42,75,37,38,0,261,70,63,0,65,63,1166,392,3,1,,,2,PLAYER_BODY_TYPE_,Yes,70,63,69,63,62,65,Leadership,,,,1,,,https://sofifa.com/player/9750/peter-zois/070002/,Australia
,Víctor Gomis LW,23,66,66,Elche CF 2008,145174,"182cm / 6'0""",72kg / 159lbs,Left,67,LW,,€0,€0,€0,207,60,44,35,68,0,249,66,0,51,66,66,203,68,67,0,68,0,248,58,0,70,71,49,120,69,0,0,0,0,51,113,51,62,0,33,7,5,0,13,8,1173,369,3,1,,,2,PLAYER_BODY_TYPE_,Yes,67,48,64,66,54,70,Leadership Flexibility,,,,2,,,https://sofifa.com/player/145174/victor-gomis/070002/,Spain
,Hwang Jin Seong CAM,22,66,65,Pohang Steelers 2007,165911,"175cm / 5'9""",67kg / 148lbs,Right,66,CAM,,€0,€0,€0,229,57,55,45,72,0,254,60,0,67,56,71,180,65,66,0,49,0,230,53,0,73,56,48,123,56,0,0,0,0,67,49,21,28,0,52,17,14,0,11,10,1117,332,3,1,,,1,PLAYER_BODY_TYPE_,Yes,66,53,64,62,26,61,Leadership,,,,1,,,https://sofifa.com/player/165911/hwang-jin-seong/070002/,Korea Republic
,W. Kinniburgh CB,21,66,73,Motherwell FC 2008,139544,"185cm / 6'1""",73kg / 161lbs,Left,66,CB,,€0,€0,€0,189,41,40,67,41,0,202,43,0,51,60,48,170,65,53,0,52,0,212,43,0,56,60,53,102,51,0,0,0,0,51,142,68,74,0,33,6,7,0,10,10,1050,322,3,1,,,2,PLAYER_BODY_TYPE_,Yes,58,44,47,46,70,57,Leadership,,,,1,,,https://sofifa.com/player/139544/william-kinniburgh/070002/,Scotland
,Michel CAM,24,66,73,Fortaleza 2009,177944,"169cm / 5'7""",55kg / 121lbs,Right,66,CAM,,€0,€0,€0,244,58,63,58,65,0,255,71,0,54,64,66,207,68,73,0,66,0,204,58,0,55,31,60,84,30,0,0,0,0,54,61,30,31,0,33,7,11,0,7,8,1088,334,4,1,,,1,PLAYER_BODY_TYPE_,Yes,71,61,62,69,33,38,Leadership,,,,1,,,https://sofifa.com/player/177944/michel/070002/,Brazil
,P. Weiser LB,34,66,75,1. FC Köln 2007,7449,"181cm / 5'11""",76kg / 168lbs,Left,69,CF,,€0,€0,€0,221,75,17,57,72,0,257,67,0,60,69,61,177,49,60,0,68,0,268,67,0,71,68,62,130,70,0,0,0,0,60,135,67,68,0,43,11,9,0,14,9,1231,366,3,1,,,3,PLAYER_BODY_TYPE_,Yes,55,40,71,65,66,69,Leadership,,,,1,,,https://sofifa.com/player/7449/patrick-weiser/070002/,Germany
,Kim Seung Hyun CAM,26,66,67,Jeonnam Dragons 2007,165913,"182cm / 6'0""",73kg / 161lbs,Right,66,CAM,,€0,€0,€0,233,57,51,52,73,0,248,56,0,66,56,70,163,67,69,0,27,0,235,51,0,82,51,51,75,9,0,0,0,0,66,23,14,9,0,53,15,13,0,14,11,1030,309,3,1,,,1,PLAYER_BODY_TYPE_,Yes,68,52,64,57,16,52,Leadership,,,,1,,,https://sofifa.com/player/165913/kim-seung-hyun/070002/,Korea Republic
,Patrício RB,31,66,76,Grêmio 2008,167961,"177cm / 5'10""",75kg / 165lbs,Right,68,CF,,€0,€0,€0,251,68,56,60,67,0,267,67,0,73,60,67,191,61,63,0,67,0,277,65,0,74,70,68,134,61,0,0,0,0,73,127,63,64,0,37,9,9,0,7,12,1284,389,3,1,,,2,PLAYER_BODY_TYPE_,Yes,62,62,66,67,63,69,Leadership,,,,1,,,https://sofifa.com/player/167961/patricio/070002/,Brazil
,Azoye LW,21,66,71,CD Tenerife 2010,175388,"172cm / 5'8""",64kg / 141lbs,Left,66,LW,,€0,€0,€0,238,60,62,44,72,0,240,64,0,70,47,59,209,71,75,0,63,0,234,54,0,69,60,51,111,41,0,0,0,0,70,66,34,32,0,37,11,12,0,9,5,1135,349,4,1,,,2,PLAYER_BODY_TYPE_,Yes,73,58,63,62,34,59,Adaptability Leadership,,,,2,,,https://sofifa.com/player/175388/azoye/070002/,Spain
,S. Reinert LM,19,66,76,1. FC Kaiserslautern 2010,176412,"172cm / 5'8""",62kg / 137lbs,Left,66,LM,,€0,€0,€0,237,61,52,56,68,0,242,64,0,51,61,66,205,72,71,0,62,0,231,58,0,71,51,51,106,55,0,0,0,0,51,117,56,61,0,39,11,10,0,7,11,1177,367,3,1,,,2,PLAYER_BODY_TYPE_,Yes,71,53,63,64,58,58,Leadership High club identification High training work rate,,,,3,,,https://sofifa.com/player/176412/sebastian-reinert/070002/,Germany
,J. Batista CDM,31,66,74,Konyaspor 2008,124956,"177cm / 5'10""",73kg / 161lbs,Right,70,CF,,€0,€0,€0,246,70,47,63,66,0,255,58,0,71,60,66,203,70,66,0,67,0,277,69,0,69,68,71,149,78,0,0,0,0,71,146,80,66,0,34,8,6,0,15,5,1310,398,3,1,,,3,PLAYER_BODY_TYPE_,Yes,68,59,66,62,73,70,Leadership,,,,1,,,https://sofifa.com/player/124956/j-batista/070002/,Brazil
,G. Aduobe CDM,30,66,72,Karlsruher SC 2009,4381,"178cm / 5'10""",70kg / 154lbs,Right,70,CDM,,€0,€0,€0,216,53,37,66,60,0,242,48,0,72,62,60,194,67,64,0,63,0,267,64,0,75,77,51,145,73,0,0,0,0,72,140,67,73,0,42,12,8,0,8,14,1246,372,3,1,,,1,PLAYER_BODY_TYPE_,Yes,65,48,60,54,69,76,Leadership,,,,1,,,https://sofifa.com/player/4381/godfried-aduobe/070002/,Ghana
,B. O'Brien CAM,25,66,66,Sheffield Wednesday 2008,139550,"180cm / 5'11""",67kg / 148lbs,Left,68,CF,,€0,€0,€0,263,69,63,67,64,0,266,68,0,69,64,65,195,63,63,0,69,0,278,67,0,77,69,65,133,64,0,0,0,0,69,133,67,66,0,38,13,11,0,6,8,1306,398,3,1,,,2,PLAYER_BODY_TYPE_,Yes,63,65,66,67,67,70,Leadership,,,,1,,,https://sofifa.com/player/139550/burton-obrien/070002/,South Africa
,A. Basso GK,26,66,67,AJ Auxerre 2008,164382,"190cm / 6'3""",83kg / 183lbs,Right,66,GK,,€0,€0,€0,98,22,21,20,35,0,186,21,0,71,63,31,181,65,48,0,68,0,145,38,0,39,54,14,140,69,0,0,0,0,71,47,22,25,0,268,67,68,0,59,74,1065,387,2,1,,,3,PLAYER_BODY_TYPE_,Yes,67,68,63,74,56,59,Leadership,,,,1,,,https://sofifa.com/player/164382/anthony-basso/070002/,Italy
,P. Marteinsson CB,32,66,73,Hammarby Fotboll 2007,134687,"186cm / 6'1""",83kg / 183lbs,Right,66,CB,,€0,€0,€0,201,28,44,78,51,0,148,20,0,55,42,31,146,39,49,0,58,0,199,28,0,64,76,31,116,61,0,0,0,0,55,130,66,64,0,55,14,14,0,15,12,995,291,3,1,,,1,PLAYER_BODY_TYPE_,Yes,45,38,43,30,66,69,Leadership,,,,1,,,https://sofifa.com/player/134687/petur-marteinsson/070002/,Iceland
,J. Colin RB,25,66,69,Norwich City 2007,137759,"178cm / 5'10""",73kg / 161lbs,Right,69,RB,,€0,€0,€0,173,42,24,61,46,0,225,56,0,70,42,57,240,75,85,0,80,0,247,45,0,82,78,42,140,70,0,0,0,0,70,137,72,65,0,35,6,13,0,6,10,1197,368,2,1,,,2,PLAYER_BODY_TYPE_,Yes,81,35,46,60,68,78,Leadership Low club identification,,,,2,,,https://sofifa.com/player/137759/jurgen-colin/070002/,Netherlands
,A. Kissi RM,26,66,69,SC Heerenveen 2007,147487,"179cm / 5'10""",73kg / 161lbs,Right,66,RM,,€0,€0,€0,219,67,42,47,63,0,263,69,0,71,62,61,180,57,71,0,52,0,196,47,0,63,59,27,121,50,0,0,0,0,71,80,35,45,0,41,10,9,0,7,15,1100,333,5,1,,,1,PLAYER_BODY_TYPE_,Yes,65,41,65,64,40,58,Leadership,,,,1,,,https://sofifa.com/player/147487/abdelkrim-kissi/070002/,Morocco
,Ceará RWB,26,66,70,Internacional 2009,156959,"175cm / 5'9""",76kg / 168lbs,Right,66,RWB,,€0,€0,€0,243,66,57,55,65,0,243,60,0,62,61,60,214,75,72,0,67,0,265,69,0,68,60,68,129,67,0,0,0,0,62,131,66,65,0,38,13,10,0,9,6,1263,389,3,1,,,2,PLAYER_BODY_TYPE_,Yes,73,62,64,61,65,64,Leadership,,,,1,,,https://sofifa.com/player/156959/ceara/070002/,Brazil
,Kim Yung Sun CB,31,66,65,Jeonbuk Hyundai Motors 2007,155680,"184cm / 6'0""",85kg / 187lbs,Right,66,CB,,€0,€0,€0,209,38,41,65,65,0,242,50,0,66,58,68,181,55,66,0,60,0,237,38,0,63,69,67,104,38,0,0,0,0,66,129,66,63,0,49,12,14,0,15,8,1151,350,3,1,,,1,PLAYER_BODY_TYPE_,Yes,61,48,57,58,65,61,Leadership,,,,1,,,https://sofifa.com/player/155680/kim-yung-sun/070002/,Korea Republic
,S. McCaffrey CB,27,66,67,Inverness Caledonian Thistle 2007,801,"180cm / 5'11""",76kg / 168lbs,Right,66,CB,,€0,€0,€0,210,38,53,64,55,0,212,39,0,61,50,62,161,53,50,0,58,0,239,58,0,65,72,44,121,60,0,0,0,0,61,132,66,66,0,51,10,16,0,14,11,1126,337,3,1,,,2,PLAYER_BODY_TYPE_,Yes,51,52,50,50,66,68,Leadership,,,,1,,,https://sofifa.com/player/801/stuart-mccaffrey/070002/,Scotland
,Augusto Recife CDM,22,66,79,Santa Cruz 2007,135459,"169cm / 5'7""",61kg / 134lbs,Left,72,CDM,,€0,€0,€0,210,35,41,67,67,0,236,54,0,62,58,62,188,73,67,0,48,0,218,55,0,61,67,35,137,75,0,0,0,0,62,155,80,75,0,36,5,13,0,9,9,1180,369,3,1,,,3,PLAYER_BODY_TYPE_,Yes,70,43,56,56,77,67,Leadership,,,,1,,,https://sofifa.com/player/135459/augusto-recife/070002/,Brazil
,J. Hayes LW,19,66,81,Reading FC 2007,163619,"178cm / 5'10""",74kg / 163lbs,Left,66,LW,,€0,€0,€0,231,67,46,54,64,0,237,63,0,58,59,57,210,71,77,0,62,0,259,58,0,75,61,65,113,55,0,0,0,0,58,102,55,47,0,48,13,13,0,9,13,1200,368,3,1,,,1,PLAYER_BODY_TYPE_,Yes,74,54,63,61,52,64,Leadership,,,,1,,,https://sofifa.com/player/163619/jonathan-hayes/070002/,Republic of Ireland
,M. Rubarth LM,29,66,69,AIK 2007,21028,"178cm / 5'10""",72kg / 159lbs,Right,65,LM,,€0,€0,€0,224,64,64,35,61,0,213,70,0,34,50,59,209,72,71,0,66,0,221,46,0,70,56,49,113,79,0,0,0,0,34,108,55,53,0,38,14,7,0,8,9,1126,365,4,1,,,1,PLAYER_BODY_TYPE_,Yes,71,55,56,66,52,65,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/21028/mats-rubarth/070002/,Sweden
,Ronny ST,23,66,70,FC Paços de Ferreira 2008,164132,"185cm / 6'1""",77kg / 170lbs,Right,66,ST,,€0,€0,€0,261,64,63,71,63,0,242,65,0,53,62,62,194,65,67,0,62,0,272,71,0,67,72,62,120,67,0,0,0,0,53,63,34,29,0,48,7,13,0,14,14,1200,362,4,1,,,1,PLAYER_BODY_TYPE_,Yes,66,64,62,64,36,70,Leadership,,,,1,,,https://sofifa.com/player/164132/ronny/070002/,Brazil
,D. Janczyk ST,18,66,78,Legia Warszawa 2008,171556,"175cm / 5'9""",60kg / 132lbs,Right,66,ST,,€0,€0,€0,211,44,66,44,57,0,232,67,0,52,47,66,201,73,66,0,62,0,233,61,0,69,59,44,109,57,0,0,0,0,52,66,28,38,0,27,7,7,0,4,9,1079,341,4,1,,,2,PLAYER_BODY_TYPE_,Yes,69,59,51,66,34,62,Adaptability Leadership,,,,2,,,https://sofifa.com/player/171556/dawid-janczyk/070002/,Poland
